,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,r,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,beta_10,beta_11,beta_12,beta_13,beta_14,beta_15,beta_16,beta_17,beta_18,beta_19,beta_20
2000-01-11,-0.022983876401844832,-0.007320821261044498,0.007364691004441314,0.004657167185098039,-0.001078760487975273,-0.0034143629420573664,0.01584533793470381,0.0028224120617806815,0.009095463907858575,0.003950715661366316,-0.006693765192360335,0.015553689805858289,-0.012381390312603114,-0.011961734611212999,-0.0042914950583530734,-0.007296598932433178,-0.005574688991187301,-0.005999530642622719,0.009868272043916307,0.0005419467513069882,9.950910743637857e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-12,0.0035190744273261654,-0.015879695088078002,-0.008469513493629064,0.010845702624154838,-0.012038266452453983,0.011785308940300599,-0.010306658539867676,0.0029921832800463124,-0.008462399711359871,0.0019662030046938396,-0.008996378247378554,-0.002566054287243074,0.01672547765752319,-0.00375269646202461,0.020367947804284855,-0.004587933977474473,-0.011757696594945187,0.0007505249880255461,-0.004089902150362683,0.01756531982972958,2.1303667891357013e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-13,0.008609230685889549,0.01181273982805545,0.006316701712585887,0.024709971110767018,0.00794302516647225,0.005313528780883513,-0.008293985972081678,-0.009093038342550448,0.0018423593356884393,0.009977381754488337,0.011169590406661697,-0.009440005414502602,0.005314067039673245,0.0019334599692989033,-0.011182635832284737,0.005118455817801993,-0.02270566289057873,0.0026316354598898556,0.02471313493673772,-0.010198852016126244,-8.758501722111585e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-14,0.0001875261496877628,-0.01894264223606269,-0.007550016557819287,0.007561977395834238,-0.01042462005800141,-0.00034258142958278927,-0.003551682991253563,-0.0037842836792647138,0.001906486884846215,0.004843962939114371,0.012302677544535274,0.00832970622884614,-0.00564941751848331,0.014146960132546783,0.01248281217180286,-0.015589480991668634,0.0066523259219652756,0.00825595171805689,0.00966318832646851,0.005471752988886775,0.00014505335114512483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-15,-0.01297183264829064,-0.0026763433320209956,-0.020702065564684097,-0.0015789255356057582,0.020289426240766937,0.0068157088500368284,0.008362035824966512,-0.005134880466237681,-0.010157366056598205,-0.010702709004480074,0.0012391265760081326,-0.008030158823380328,-0.006376357468054753,0.01144495639689349,-0.01640901914140582,-0.013140035805745005,-0.005103525097314976,-0.0009986088393758403,-0.0012950676383170789,-0.013967050586171634,-0.0001836973036642512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-16,0.001938093509258137,-0.0012929272819807468,0.0035447909430242966,-0.010828726365038423,0.002449392347635474,0.0022082079091256144,-0.006604324844709002,-0.002185351507014827,-0.0055599901236799785,0.013563810116765412,-0.031196086260734057,-0.014476716972638982,-0.01705785394516336,-0.00378119922748151,-0.0067849391592547815,-0.004112459344651076,0.0071901264368336324,-0.016325194769619005,-0.008456936310071798,-0.0022310005847959707,0.00011681012546483485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-17,-0.012022183196632535,0.0036998768315100773,0.003299973578106702,-0.007104466107613422,-0.017711071622729852,0.016008358472529162,0.00471098065321841,0.004237506251145248,0.0007226048142276155,-7.3469666242047e-05,0.008310756729153776,-0.00015605524912252943,-0.006309063383981877,0.007095013848253144,0.0005969517075518206,-0.007724757474113892,-0.009062390936249864,0.011654792821513025,0.00631047402149572,0.01975518579746038,1.9189093501196805e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-18,-0.005266551963772884,-0.007435405866028445,0.004038905714156576,0.01379406853359054,0.005967524014409582,0.004331530723532703,0.018869880656607087,-0.007433909389259292,-0.012479490199884662,-0.007446183164877919,-0.0031685698868306206,0.00373351314048129,0.010219603518880207,0.004056097228286869,0.01523313749785479,-0.00827508128234031,0.019054954610443965,-0.008120216931775611,0.011707362367212242,-0.00937842966657619,-1.0925531857403982e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-19,0.003432670066780496,0.0005089841017177346,0.005175596454464413,0.007514247640553599,-0.0021319917119451658,-0.0006682367759197934,0.0023911171831947,-0.01305008143963657,-0.007312364397819483,-0.01624406841829142,5.250509615052082e-05,0.022221569607036886,0.007413092236656039,-0.008654297067274401,-0.007076846958564911,0.009758987636783603,-0.0047440938265727465,-0.016084820252726922,-0.010229155522954368,-0.01054256424451253,-0.00013080755614750667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-20,-0.010213987120903925,0.006759508198308308,0.0007070287188072056,-0.014886394534245301,-0.005397969927344668,-0.011383210243958258,-0.012084205225110346,-0.015066749161361826,0.01747162038267697,-0.0030732952073089215,0.005762305841893966,0.008687436779943528,-0.0038427166589499987,0.005349195392805313,0.005406158791075291,0.002224565209272203,0.021695321291637523,0.00283928101990538,-0.0022849051357522465,0.006461644796019913,-4.1609448698839064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-21,0.017779635398814116,0.009943080002594924,-0.004782998920423698,-0.008587645743553396,-0.00930850285678499,-0.006618993556275791,0.003865009025841433,0.008459882922589701,-0.022699478735929934,-0.00018668165409834036,-0.0110501888267669,0.006828997317257747,0.009145184925445103,-0.007783521150680581,-0.004494232039998568,-0.009516186302839753,0.00391078534849728,-0.016099618136327005,-0.011255752450313366,-0.006846238368902309,7.860982850652832e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-22,0.012265189558898293,0.024024728006111728,0.00019958419002947975,-0.012315712450025362,0.0007418646851356007,-0.008690495928393145,0.00459819567679584,-0.01113704507305175,-0.003694873502152196,-0.00014105527874792035,0.005199437979599865,-0.0007688849330569253,0.012658885839184383,0.0012423276155754904,-0.01813814913588982,0.009240590308341347,-0.0029111340585456003,-0.006697622415419981,0.015076846819246998,-0.00993606188455373,-6.0612539152672365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-23,0.000726674371093473,-0.007129744839879171,0.013524289333451822,-0.003640172856459016,0.00235699477685451,-0.013922846464652095,0.014347339874790494,-0.01069520423557405,0.009104593231661252,0.011137055924878967,0.012323153785203374,0.01814112807618158,-0.011707380197420307,0.0040198217810193376,0.0013796964947508372,0.004199154929842974,0.01098319538460944,0.001093617682609666,-0.008169192120917695,-0.0009725296817057152,-8.220203109843251e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-24,0.015392364338211091,-0.011789874683559909,0.0007968424617840836,-0.009813006656330116,0.011087794071475176,-0.01648448620562813,-0.003410864686305161,-0.0012419496561606222,0.0011691573949774224,0.02361218699843453,0.015551687802012411,-0.01029859404941644,0.021594044533560265,-0.01192533425867206,-0.018708905030281404,-0.01498482052139123,0.0020345047060584863,0.005348605862410057,-0.022110858725710423,0.0043597419107301175,4.463274552560078e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-25,-0.0026705216894187694,0.007063895322572767,-0.0038460681471127562,0.009000817112320803,0.0056434512968477546,-0.011726449936648314,0.014455919954532442,0.0021242712837694047,0.0073004882054626494,0.012617719358489972,-0.009747583323013594,-0.0008473721062979712,-0.008216979687446299,-0.009423727322045078,0.002659795461675988,0.003397911075270968,0.013314034936167188,0.013855406418634504,-0.00021358303443520313,-0.008370647257420361,3.381524318036374e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-26,0.03200689416281399,0.021478824372684033,-0.001066647719360443,-0.009301549437927053,-0.004236743688132561,0.0028096104581297795,0.011315512191882607,0.009693832320769645,0.0043541520455856,-0.002471257314529981,0.0016818520549662153,-0.0031062453517798094,0.0007093359748531192,-0.0010337230330569147,0.005253252770235751,-0.01882677049788851,-0.003456780081845538,-0.002913091984499482,-0.011306383412932863,-0.0017272467537457904,0.00016344551632371682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-27,-0.01053542333997773,-0.006645531422058801,-0.0028968199802591327,-0.0025317176598830156,-0.0057378315780639115,0.01103474620302852,0.0020116508652147144,0.0032235142391169288,0.0023309275778823804,-0.006680652352061412,-0.008832190126414377,0.008396396906319312,-0.0035307789716585974,-0.01771137472786312,-0.021987871028194456,0.0022176018408396735,-0.007370772074949215,-0.0006758385334901792,-0.005472541597462484,-0.004074146312091259,-6.697078251477756e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-28,-0.001727376200711584,-0.012474073639911983,-0.00018762419275591128,0.009861235865295895,0.00695674273171553,-0.017396246291323858,-0.013416360832729204,-0.013328263835159811,-0.0024806881758778748,0.008548347926475606,0.003229843400178826,-0.017536428347770534,0.000548855340297183,0.008074115910201032,-0.004490139778841965,0.019041796915195384,-0.006514683046619321,0.011724823121149627,0.023512268771727712,-0.012764235960162493,6.289529288504964e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-29,-0.0032368662088264315,0.005746962044923583,0.03211417647323274,-0.017884655433690572,0.005660502255860187,0.0028479634772344852,-0.0042237612560223495,-0.008348524391263467,-0.005259161845258708,-0.0030305367430410557,-0.012698594971739141,0.015754850979395833,-0.011084500969390091,-0.00427519356662162,-0.0066148108174707435,-0.0041325393426328,0.0009297792670737949,-0.007575970668912424,-0.002361299115513712,0.01724460429279824,3.722464133459173e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-30,0.010562003466150676,-0.002880289987824475,0.009071776017526494,-0.0076849406817163955,0.002259312398008955,-0.014285424785554479,-0.011441186685244504,-0.008665563887413274,0.012375357325679869,0.0023069136551733967,0.005477630343751145,0.0015165292744211288,0.0036690004281340967,0.004194789190652277,0.007653211887103586,0.0016125667944820224,-0.00916034822725084,-0.007909189933201369,0.0121417311424748,0.014118034351580457,0.00014068123823428576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01-31,0.005593644290312714,-0.016448987146227667,0.015751705796894576,0.0032293560013800953,-0.0007452200371835563,0.00019654884196797714,-0.003726836449464494,0.017583444171929214,0.016826306681318372,-0.010648178863038099,-0.0018979610932666497,0.0030340344278120303,0.012757315165045788,-0.024296016511099847,0.009306100153138928,0.016678385960703597,-0.0033409003218147445,-0.0005151061493941723,0.012432582990670633,0.0036703643000103544,-4.225848102886228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-01,-0.013461866164442728,-0.011818822516784074,-0.010450048091291084,-0.014323672744194767,-0.00020088622698694923,-0.005341666902402411,0.00026875453285614214,0.0069273232285245265,0.017745822418939225,0.002021411125313251,-0.018808469534815447,0.013787855339791268,-0.0013364709336279243,0.011517117290680596,-0.0046642506212411115,0.002885643896281901,-0.0015115692216910454,-0.00042102541179660273,0.01262119145825395,-0.006727029694395235,-2.228251423956373e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-02,0.0014754746975086026,0.0020381642924179695,-0.004062188460213515,-0.022219723133128703,0.003318116563956822,-0.0286054756497825,-0.015234494373617916,-0.004779703172048615,0.004126572312144416,0.008463928997612329,0.008121018951442292,0.005806033275895567,-0.003810731197227822,0.012009943137239179,-0.002837727791374032,0.0110710474774028,-0.022561009649849435,-0.009718549928566751,-0.00592905332102825,-0.00018098488780522888,4.270063287862821e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-03,-0.024127489124314897,0.007992262803133799,0.009761306921467794,0.007730921193145918,-0.00533216690041433,0.014414901451598272,-0.0056398153293940505,0.008934708274230185,-0.0007425126800393837,-0.0003460698643809272,-0.001708160317246239,-0.0003655170362145605,0.010980656195486388,0.014262948368718978,0.014146798325935506,0.008944382125371441,0.006536706999040047,0.0043715219994180194,0.017463581323760073,-0.004570959586063778,-3.7421791551379556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-04,-0.006493088229068055,0.00032963117817324915,-0.016850414555567256,-0.0025259825623226025,-0.0007403130338081095,-0.010442294280876842,-0.005927768060130401,0.0068017067429844615,-0.0024597319300584315,0.0006056247908076821,0.010197235775915709,-0.006300505455805765,-0.011603775843622438,-0.0005687478982814488,0.004092707221321249,-0.018296747010526464,0.006419541419789003,-0.0032966399622830836,-0.004293240179545183,-0.008768785532047097,0.0001297677336519995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-05,-0.0019960550563234846,0.009502709200325532,0.005138727501395022,0.00797806039132024,-0.00378129353970047,0.015822318678667267,0.012656574740521597,-0.00029725810375699183,-0.026397593850863266,0.000511408937422317,0.027477694261354903,-0.0006413405964161345,-0.010302259320306406,0.01699101360854042,-0.006236921471538267,0.004874809011332863,0.007590036886804123,-0.014796722274878387,0.001211950758801265,0.011886296296171191,-3.15648244595032e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-06,-0.0033343943666962078,0.006490912379587738,-0.00026832015128917905,0.010250473799310784,0.018482250435756666,-0.011030284105966971,-0.002903887884551825,0.003915681005183856,-0.006351794880540611,-0.00830046050981033,-0.0034976636920928,-0.002730431020454513,-0.006579439655133987,0.0032687148830437347,0.008064775064181441,0.007452732604079831,0.006793565437560228,0.011925059690810065,-0.013668279142521264,-0.001166101964827752,-0.00015048788709733261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-07,0.0018902023978989767,0.005257713508898616,-0.016161100511110433,0.018807220641499728,-0.008906097685858731,0.0026406506750470816,0.007373063121228785,0.010868373295004929,-0.006864257626362601,-0.005418099338392419,0.0037119979563350913,0.005874591157672819,0.00912199847398921,-0.0005582628340869579,-0.00693849578432683,-0.013346942756616714,0.01746438081190281,-0.01373371783495628,0.007012097296469608,0.002800658388905708,0.00011157058538500316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-08,0.007643873699404072,0.009565125354751682,0.013526022782882672,-0.0005576756728167199,0.004001283334441603,-0.019514182664487307,0.00048765458296665446,-0.009044565380162529,-0.0015026612590658195,0.012414271028448371,0.001107117361964531,0.010951866720397732,-0.001966995368845079,0.004044578798288382,-0.0040899651197685485,-0.025413485864568867,-0.007090345507355515,-0.002615844501075883,0.0016263187808642082,8.009480807569251e-05,9.784638193619869e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-09,-0.0012070629853172764,0.009542377824586803,0.006315830509400832,-0.003915071406840219,0.008785427222806999,-0.019795564420897464,-0.0027577230909850044,-0.001402761389817697,0.013107048020496535,-0.005285006508190433,-0.014638393843666761,0.0018565497299100927,0.017025288467392322,-0.0019954437395834812,-0.0008885672248668679,-0.0019460858642380157,0.0006272995790622045,0.01314310798257788,0.019753322229393088,0.0048325531063894865,-8.276867921080646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-10,-0.000918163043884577,0.01866299645889699,0.0011242688265900626,0.0007961557546282468,-0.003437811587798576,-0.003011863386317267,0.002554051055283533,-0.0027267541525567334,0.0043315285560991445,0.0010716797851233984,0.005713014876800374,-0.0036581114317912485,-0.0018409698327207593,0.0025963467724817463,0.0008447396691724101,0.001162250414482798,0.011861832698085738,-0.01055888657389102,-0.019253191109569117,0.007410639947318538,-0.00012289692992161716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-11,-0.0022561986704351606,0.01365571149079905,-0.0006916807665323477,-0.011529960923122503,0.022096732592972842,0.004164744434431397,-0.004363700654188803,-0.007360038856737066,0.005774366415458147,-0.006614927628125576,0.004047453768306071,0.011789234384616334,-0.013746085411924505,-0.0034226928544443605,0.004931907977510797,0.016741942013317575,0.009432336905891583,-0.0044155559899697085,0.014748158566184224,-0.0034574965878330258,5.8675992881342725e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-12,-0.0015004012557106503,0.003898969376527775,-0.01083081931998486,0.0308547983966565,0.012088433969376897,0.0023018633911821673,-0.0055780214114942404,-0.011485147146326482,0.0038197101743593456,0.0070436560151655135,-0.0038889996319689717,-0.0018550689780207988,0.005663305608854327,-0.0005143167464466838,-0.018462369016380282,0.006746386034210178,0.002520367250226202,0.007380556397040009,-0.007474550351776355,-0.021173363876010178,-5.651264807498479e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-13,-0.012406656684570219,0.00305211001237159,0.020855902739609175,0.0235953984905098,0.0030950151892177808,-0.014512728188312889,-0.00330059784008232,0.004528268840991813,0.004423356875124682,0.0010045364403482365,0.013445229157436454,-0.008935858524120396,-0.021606791157885392,-0.008722095689354012,-0.011567595113166877,0.022383393953474714,-0.0018107834374744569,-0.014233084109064717,0.0062179741059700715,0.010115021868079279,-2.9150868223523163e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-14,0.0005808984682690618,0.001974130647066961,0.010283843262953715,0.005193402167916959,-0.006950400139837197,0.005937064146608847,0.009332226590758176,0.003464416749926868,0.008773103010205726,0.005889438539273309,-0.0023223774283471113,-0.001427863689881196,0.006175615415124089,-0.005498571879512027,0.011552773239864644,0.01222113135472217,-0.020289232647302438,-0.00066798578841203,-0.007479574051691099,-0.006313991973962176,-3.771447750820022e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-15,0.0014763064702487383,-0.0016671602775993528,0.005672833000882012,0.0032397067888589575,0.0037278447643627494,-0.007809237745805276,-0.0034631838587238103,0.014606273617911896,-0.02477551330784508,0.01719456075526434,-0.0055927350857786695,0.011809739807048128,-0.025934681780555958,-0.004172422066203781,0.008498452567032036,0.0015123585154399734,0.01017000149065592,-0.008736842429394733,-0.0055838238726828885,-0.006528102335339975,0.0001655680300405335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
